OBJECTID,ACCIDENTNUM,ACCIDENTDATE,LOCATION,ACCIDENT_LOCATION,IMPACT_LOCATION,ENVIRONMENT_CONDITION,LIGHT,COLLISION_TYPE,TRAFFICCOLLISIONSID
1964,12-265480,20121110,BONIFACE AVE btwn MASSEY AVE & MASSEY AVE,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
1965,12-298914,20121225,CYPRUS DR btwn RUSSET PL & RIPPLEWOOD CRES,04-At/near private drive,09-Right shoulder,01-Clear,"08-Dark, artificial",MIDBLOCK,
1966,12-297917,20121223,YARROW CRT btwn ACTIVA AVE & CUL DE SAC,01-Non intersection,11-Not on roadway - right side,01-Clear,07-Dark,MIDBLOCK,
1967,12-034906,20120213,HAZELGLEN DR btwn DALEGROVE DR & MARKWOOD DR,04-At/near private drive,11-Not on roadway - right side,01-Clear,"08-Dark, artificial",MIDBLOCK,
1968,12-001673,20120103,OLDFIELD DR btwn EDENBRIDGE DR & SPRINGMOUNT DR,01-Non intersection,11-Not on roadway - right side,03-Snow,07-Dark,MIDBLOCK,
1969,12-012265,20120114,HALIFAX DR btwn NATCHEZ RD & HERITAGE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1970,12-007123,20120106,DOON SOUTH DR btwn WOODSMERE DR & ROBERT FERRIE DR,04-At/near private drive,09-Right shoulder,01-Clear,07-Dark,MIDBLOCK,
1971,12-000715,20120102,CARYNDALE DR btwn BIEHN DR & ROBERTSON CRES,04-At/near private drive,02-Thru lane,03-Snow,"08-Dark, artificial",MIDBLOCK,
1972,12-295360,20121217,WESTFOREST TRAIL btwn SLEEPY HOLLOW CRT & WINDWARD PL,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
1973,12-267649,20121112,MICHELLE CRT btwn WESTMEADOW DR & CUL DE SAC,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
1974,12-022662,20120128,SNOWDROP CRES btwn RED CLOVER CRES & ACTIVA AVE,01-Non intersection,02-Thru lane,03-Snow,"08-Dark, artificial",MIDBLOCK,
1975,12-197805,20120823,STRASBURG RD btwn BLOCK LINE RD & OLD COUNTRY DR,02-Intersection related,01-Within intersection,01-Clear,01-Daylight,MIDBLOCK,
1976,12-216664,20120913,DOON VILLAGE RD btwn PIONEER DR & HARVEST CRT,10-Parking lot,12-Off highway,01-Clear,01-Daylight,MIDBLOCK,
1977,12-217238,20120913,CONNELLY DR btwn WESTHEIGHTS DR & ROLLING MEADOWS DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1978,12-157386,20120705,WOODSIDE AVE btwn QUEEN ST S & END,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1979,12-065080,20120319,WATERLOO ST btwn SHANLEY ST & BISMARK AVE,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
1980,12-017746,20120123,UNION ST btwn MARGARET AVE & SUNSET PL,01-Non intersection,11-Not on roadway - right side,02-Rain,01-Daylight,MIDBLOCK,
1981,12-129128,20120603,KING ST W btwn YOUNG ST & GAUKEL ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1982,12-178853,20120731,BELMONT AVE W btwn MARLBOROUGH AVE & HIGHLAND RD W,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1983,12-221298,20120918,MAX BECKER DR btwn BRIDLEWREATH ST & LEMONBALM ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1984,11-062408,20110319,SIMS ESTATE DR btwn DESMOND ST & WATERBEND CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1985,11-066128,20110324,MORGAN AVE btwn FAIRWAY RD N & SOUTHILL DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1986,11-286665,20111211,HEIMAN ST btwn HUGO CRES & CUL DE SAC,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
1987,11-286079,20111209,PINECREST DR btwn WEBER ST E & FRANKLIN ST N,04-At/near private drive,11-Not on roadway - right side,03-Snow,01-Daylight,MIDBLOCK,
1988,11-253741,20111101,PANDORA AVE N btwn WEBER ST E & TROY ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1989,11-265077,20111115,BIEHN DR btwn ROBERTSON CRES & CARYNDALE DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1990,11-167228,20110721,GLASGOW ST btwn DUNBAR RD & WESTMOUNT RD W,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1991,11-220436,20110923,FOREST GLEN CRES btwn FOREST GLEN CRT & FORESTWOOD DR,99-Other,99-Other,99-Other,99-Other,MIDBLOCK,
1992,11-217956,20110917,HIDDEN VALLEY CRES btwn HIDDEN VALLEY RD & RIVER BIRCH ST,04-At/near private drive,10-Not on roadway - left side,01-Clear,"08-Dark, artificial",MIDBLOCK,
1993,11-192343,20110822,BALMORAL DR btwn BRANDON AVE & DUNBAR RD,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1994,11-191457,20110821,GOLDEN MEADOW DR btwn HAVENWOOD CRT & GOLDEN MEADOW CRES,01-Non intersection,09-Right shoulder,02-Rain,07-Dark,MIDBLOCK,
1995,11-221398,20110924,FRANKLIN ST N btwn SHUH AVE & TRAFALGAR AVE,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
1996,11-231063,20111005,SILVERSPRING CRES btwn WARREN RD & QUEENS BLVD,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
1997,11-232756,20111004,WELLINGTON ST N btwn MAJOR ST & LANCASTER ST W,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
1998,11-239032,20111014,BINGEMANS CENTRE DR btwn RIVERBEND DR & SHIRLEY DR,01-Non intersection,02-Thru lane,02-Rain,07-Dark,MIDBLOCK,
1999,11-057440,20110313,HIGHLAND CRES btwn HIGHLAND RD W & CAMROSE CRT,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2000,11-165190,20110721,KING ST W btwn QUEEN ST S & ONTARIO ST S,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2001,11-173255,20110730,APPLE RIDGE DR btwn WOODFIELD ST & PINE VALLEY DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2002,11-102729,20110508,VERONICA DR btwn BANCROFT ST & VERONICA DR,04-At/near private drive,12-Off highway,01-Clear,01-Daylight,MIDBLOCK,
2003,11-104532,20110510,LUCERNE DR btwn KINGSWOOD DR & SELKIRK DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2004,11-038832,20110218,MANOR DR btwn GRAND RIVER BLVD & LEWIS CRES,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
2005,11-092191,20110423,LOUISA ST btwn ST VINCENT ST & LANCASTER ST W,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2006,11-097051,20110501,PANDORA AVE S btwn STIRLING LANE & KING ST E,01-Non intersection,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,
2007,11-135135,20110616,KING ST E btwn FREDERICK ST & SCOTT ST,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
2008,11-027891,20110205,SPADINA RD E btwn RUSSEL ST & EAST LANSDOWNE,01-Non intersection,02-Thru lane,03-Snow,07-Dark,MIDBLOCK,
2009,11-186514,20110807,MANSION ST btwn LANCASTER ST E & ELLEN ST E,99-Other,12-Off highway,01-Clear,07-Dark,MIDBLOCK,
2010,11-251336,20111029,HAZELGLEN DR btwn MOOREGATE CRES & CHOPIN DR,01-Non intersection,02-Thru lane,02-Rain,"06-Dusk, artificial",MIDBLOCK,
2011,11-280842,20111205,DALEGROVE DR btwn INGLESIDE DR & INGLESIDE DR,04-At/near private drive,09-Right shoulder,02-Rain,01-Daylight,MIDBLOCK,
2012,11-281486,20111205,KEEWATIN PL btwn KEEWATIN AVE & CUL DE SAC,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2013,11-227809,20111001,EBY ST N btwn MARKET LANE & DUKE ST E,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2014,11-231132,20111001,WABANAKI DR btwn MANITOU DR & KEVCO PL,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2015,11-230920,20111004,WESTFOREST TRAIL btwn GREENGABLE WAY & GREENGABLE WAY,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2016,11-255848,20111104,ACTIVA AVE btwn REISTVIEW ST & DOLL CRT,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2017,11-261633,20111111,DUMFRIES AVE btwn CHAPEL ST & KRUG ST,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2018,11-163006,20110716,WOODPOPPY CRT btwn GREY FOX DR & CUL DE SAC,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2019,11-103272,20110509,DAVID BERGEY DR btwn PEACH BLOSSOM CRES & OTTAWA ST S,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2020,11-200709,20110901,STIRLING AVE S btwn CHARLES ST E & FORK IN ROAD,04-At/near private drive,12-Off highway,01-Clear,01-Daylight,MIDBLOCK,
2021,11-156972,20110711,RICHMOND AVE btwn JOSEPH ST & END,04-At/near private drive,10-Not on roadway - left side,01-Clear,01-Daylight,MIDBLOCK,
2022,11-145232,20110627,HIDDEN CREEK DR btwn END & HOLLYRIDGE CRES,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2023,11-151848,20110705,COLTON CIR btwn VENTURIN ST & COLTON CIR,10-Parking lot,12-Off highway,01-Clear,01-Daylight,MIDBLOCK,
2024,11-116024,20110524,DOON RD btwn CARWOOD CRES & CORNELL AVE,04-At/near private drive,02-Thru lane,01-Clear,05-Dusk,MIDBLOCK,
2025,12-070358,20120325,CEDARHILL CRES btwn COUNTRY HILL DR & HILLSIDE DR,04-At/near private drive,09-Right shoulder,01-Clear,07-Dark,MIDBLOCK,
2026,12-142567,20120619,STRASBURG RD btwn MCINTYRE DR & TRILLIUM DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2027,12-080373,20120404,FOREST HILL DR btwn SHADYWOOD CRES & BARBERRY PL,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2028,12-232532,20121001,WESTGATE WALK btwn ABERDEEN RD & CUL DE SAC,01-Non intersection,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2029,12-251544,20121023,WARREN RD btwn CYPRUS DR & RIPPLEWOOD CRES,04-At/near private drive,09-Right shoulder,02-Rain,07-Dark,MIDBLOCK,
2030,12-040690,20120220,MOUNTAIN LAUREL CRES btwn BLUE LACE CRES & BLUE LACE CRES,98-Other,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2031,12-047527,20120228,CENTREVILLE ST btwn JANSEN AVE & MORGAN AVE,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
2032,12-045463,20120226,WESTHEIGHTS DR btwn DRIFTWOOD DR & WINDING WAY,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2033,12-060484,20120315,COUNTRYSTONE CRES btwn SASSFRAS ST & COUNTRYSTONE DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2034,13-001213,20121231,STIRLING AVE N btwn SIMEON ST & LYDIA ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2035,12-114201,20120516,PEACH BLOSSOM CRES btwn PEACH BLOSSOM CRT & DAVID BERGEY DR,04-At/near private drive,09-Right shoulder,02-Rain,01-Daylight,MIDBLOCK,
2036,12-113999,20120517,KARN ST btwn WEICHEL ST & WESTMOUNT RD W,01-Non intersection,09-Right shoulder,01-Clear,07-Dark,MIDBLOCK,
2037,12-082135,20120409,BREITHAUPT ST btwn LANCASTER ST W & END,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2038,12-243358,20121014,HOFFMAN ST btwn OTTAWA ST S & CUL DE SAC,98-Other,12-Off highway,01-Clear,07-Dark,MIDBLOCK,
2039,12-259036,20121102,BEDFORD RD btwn OTTAWA ST S & SYDNEY ST S,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2040,12-019033,20120124,MICHAEL ST btwn LINDEN AVE & VICTORIA ST S,04-At/near private drive,02-Thru lane,03-Snow,"08-Dark, artificial",MIDBLOCK,
2041,12-032843,20120209,WAVERLY RD btwn STRANGE ST & GAGE AVE,04-At/near private drive,09-Right shoulder,01-Clear,05-Dusk,MIDBLOCK,
2042,12-010771,20120114,PENELOPE DR btwn IRA NEEDLES BLVD & CORA DR,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2043,12-018565,20120124,BELMONT AVE W btwn KARN ST & GAGE AVE,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,
2044,12-234657,20121003,DOON MILLS DR btwn BUERKLE CRT & WATERFORD CRT,04-At/near private drive,02-Thru lane,01-Clear,05-Dusk,MIDBLOCK,
2045,12-028196,20120204,ELLIS AVE btwn GUELPH ST & RAITAR AVE,04-At/near private drive,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,
2046,12-233572,20121002,BRIDLEWREATH ST btwn MAX BECKER DR & MOUNTAIN LAUREL CRES,04-At/near private drive,11-Not on roadway - right side,01-Clear,01-Daylight,MIDBLOCK,
2047,12-244294,20121014,WATERCRESS CRT btwn WILDERNESS DR & END,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2048,12-300095,20121228,HIGHLAND RD E btwn HEIMAN ST & HOFFMAN ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2049,12-277600,20121123,ERINBROOK DR btwn GOUNDRY CRES & THE COUNTRY WAY,04-At/near private drive,99-Other,05-Drifting Snow,"08-Dark, artificial",MIDBLOCK,
2050,12-195605,20120819,STEEPLERIDGE ST btwn DOON SOUTH DR & BRIDLERIDGE ST,04-At/near private drive,09-Right shoulder,01-Clear,07-Dark,MIDBLOCK,
2051,12-201557,20120825,BENESFORT DR btwn BENESFORT CRT & OPRINGTON DR,04-At/near private drive,09-Right shoulder,01-Clear,07-Dark,MIDBLOCK,
2052,12-201537,20120825,DRIFTWOOD DR btwn TOYNBEE CRES & SOMERFIELD PL,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2053,12-196167,20120818,JACK AVE btwn PATRICIA AVE & BELMONT AVE W,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2054,12-209361,20120901,PAIGE ST btwn PAIGE ST & PAIGE ST,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2055,12-232621,20120930,CHERRY HILL DR btwn COACH HILL DR & COACH HILL DR,04-At/near private drive,09-Right shoulder,01-Clear,07-Dark,MIDBLOCK,
2056,12-217666,20120914,WELLINGTON ST N btwn SPRING VALLEY RD & CIRCA DR,01-Non intersection,11-Not on roadway - right side,01-Clear,01-Daylight,MIDBLOCK,
2057,12-257711,20121031,MORGAN AVE btwn KING ST E & CENTREVILLE ST,01-Non intersection,02-Thru lane,02-Rain,07-Dark,MIDBLOCK,
2058,12-260261,20121104,BREITHAUPT ST btwn MARGARET AVE & ST LEGER ST,01-Non intersection,10-Not on roadway - left side,01-Clear,"08-Dark, artificial",MIDBLOCK,
2059,12-071780,20120328,HIGHVIEW DR btwn HICKORY HOLLOW CRES & WILLOW GREEN CRT,01-Non intersection,11-Not on roadway - right side,01-Clear,01-Daylight,MIDBLOCK,
2060,12-268476,20121114,ACTIVA AVE btwn DAVID BERGEY DR & ISAIAH DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2061,12-150364,20120623,PROSPECT AVE btwn WILFRED AVE & EMERALD AVE,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2062,12-144561,20120621,HENHOEFFER CRES btwn REISTVIEW ST & BIG SPRINGS CRT,04-At/near private drive,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,
2063,12-253022,20121025,COLTON CIR btwn PEBBLECREEK DR & COLTON CIR,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
2064,12-160843,20120710,BLOCK LINE RD btwn WESTMOUNT RD E & LAURENTIAN DR,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2065,12-160912,20120710,STRASBURG RD btwn OLD COUNTRY DR & BLEAMS RD,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2066,12-152369,20120630,GUELPH ST btwn MAPLE AVE & SPRING VALLEY RD,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2067,12-152346,20120629,NEWBURY DR btwn ROLLING MEADOWS DR & COVINGTON CRES,01-Non intersection,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
2068,12-245029,20121016,COLLEGE ST btwn DUKE ST W & WEBER ST W,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2069,13-002455,20121229,LANCASTER ST E btwn LUELLA ST & MANSION ST,01-Non intersection,11-Not on roadway - right side,01-Clear,01-Daylight,MIDBLOCK,
2070,12-301865,20121229,CHARLES BEST PL btwn HEIMAN ST & CHARLES BEST PL,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
2071,12-255993,20121027,WILLIAMSBURG RD btwn LITTLEFIELD CRES & MARCON CRT,01-Non intersection,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,
2072,12-302124,20121221,SHANLEY ST btwn ANDREW ST & BRAUN ST,04-At/near private drive,02-Thru lane,03-Snow,"08-Dark, artificial",MIDBLOCK,
2073,12-120447,20120520,WINDSOR CRES btwn SPADINA RD E & SPADINA RD E,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2074,12-117933,20120521,LEMONBALM ST btwn MAX BECKER DR & COPPER LEAF CRES,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2075,12-130342,20120604,DRIFTWOOD DR btwn WESTHEIGHTS DR & ROYAL ORCHARD DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2076,12-105547,20120506,SWARTZ ST btwn DUBRICK CRES & COMMONWEALTH ST,04-At/near private drive,08-Left shoulder,01-Clear,01-Daylight,MIDBLOCK,
2077,12-289482,20121212,ARNOLD ST btwn CLIFTON RD & BIRCH AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2078,12-297469,20121223,GLEN LAKE CRES btwn FORESTWOOD DR & FORESTWOOD DR,04-At/near private drive,99-Other,01-Clear,01-Daylight,MIDBLOCK,
2079,12-293794,20121216,HIGHLAND RD W btwn FISCHER HALLMAN RD & WESTHEIGHTS DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2080,12-211393,20120907,AMHERST DR btwn PINNACLE DR & DRUMMOND DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2081,12-040875,20120218,LOUISA ST btwn KING ST W & MOORE AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2082,12-041752,20120217,BEAUMONT CRES btwn BEAUMONT CRES & SIMS ESTATE DR,04-At/near private drive,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,
2083,12-023099,20120128,KINGSWAY DR btwn ST JEROME AVE & CEDARWOODS CRES,04-At/near private drive,12-Off highway,03-Snow,01-Daylight,MIDBLOCK,
2084,12-016293,20120221,MILL ST btwn STIRLING AVE S & HEIMAN ST,04-At/near private drive,12-Off highway,03-Snow,"08-Dark, artificial",MIDBLOCK,
2085,12-064428,20120319,HIDDEN CREEK DR btwn WESTFOREST TRAIL & HOLLYRIDGE CRES,01-Non intersection,99-Other,01-Clear,01-Daylight,MIDBLOCK,
2086,12-134138,20120609,BRIDGEPORT RD btwn LANCASTER ST W & RIVERBEND DR,01-Non intersection,11-Not on roadway - right side,01-Clear,01-Daylight,MIDBLOCK,
2087,12-192868,20120817,MILL ST btwn OTTAWA ST S & SYDNEY ST S,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2088,12-277821,20121120,RALGREEN CRES btwn OVERLEA DR & EAGEN DR,04-At/near private drive,02-Thru lane,01-Clear,"06-Dusk, artificial",MIDBLOCK,
2089,12-287815,20121125,DUKE ST E btwn CEDAR ST N & MADISON AVE N,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2090,12-268431,20121102,QUEEN ST N btwn AHRENS ST E & MARGARET AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2091,12-288969,20121211,SOUTHDALE AVE btwn KEHL ST & HOFFMAN ST,04-At/near private drive,10-Not on roadway - left side,03-Snow,01-Daylight,MIDBLOCK,
2092,12-097932,20120428,COUNTRY HILL DR btwn MARTINGLEN CRES & MARTINGLEN CRES,01-Non intersection,11-Not on roadway - right side,01-Clear,01-Daylight,MIDBLOCK,
2093,12-109216,20120511,BATTLER RD btwn STRASBURG RD & HURON RD,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2094,12-234580,20121003,WOODBINE AVE btwn HURON RD & ROCHEFORT ST,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2095,12-255901,20121029,BEDFORD RD btwn SYDNEY ST S & COURTLAND AVE E,01-Non intersection,10-Not on roadway - left side,02-Rain,01-Daylight,MIDBLOCK,
2096,12-249621,20121021,MADISON AVE S btwn HOPP ST & MILL ST,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
2097,12-123682,20120528,PIONEER DR btwn DOON VILLAGE RD & VINTAGE CRES,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2098,12-101336,20120502,ROSS AVE btwn WILFRED AVE & FRANKLIN ST N,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2099,12-161821,20120711,HOFFMAN ST btwn HIGHLAND RD E & HOMER WATSON BLVD,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2100,12-033890,20120211,HURON RD btwn FISCHER HALLMAN RD & AMAND DR,01-Non intersection,11-Not on roadway - right side,01-Clear,01-Daylight,MIDBLOCK,
2101,12-038646,20120215,COTTON GRASS ST btwn COTTON GRASS ST & FISCHER HALLMAN RD,01-Non intersection,11-Not on roadway - right side,01-Clear,"08-Dark, artificial",MIDBLOCK,
2102,12-055413,20120309,WAKE ROBIN CRES btwn WAKE ROBIN DR & WAKE ROBIN DR,01-Non intersection,10-Not on roadway - left side,03-Snow,01-Daylight,MIDBLOCK,
2103,12-136016,20120611,QUEENS BLVD btwn BELMONT AVE E & BLUERIDGE AVE,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2104,12-299565,20121227,MADELEINE ST btwn ROCHEFORT ST & MAITLAND ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2105,12-159950,20120709,DOON VILLAGE RD btwn BECHTEL DR & ANVIL ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2106,12-097372,20120427,EVENS POND CRES btwn EVENS POND CRES & ROBERT FERRIE DR,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2107,12-092236,20120421,JACKSON AVE btwn CLIFFORD RD & BRENTWOOD AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2108,12-124015,20120527,FREDERICK ST btwn ETHEL ST & LOIS ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2109,12-131238,20120605,PERIWINKLE ST btwn SWEET WILLIAM ST & DONNENWERTH DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2110,12-120810,20120524,PIONEER DR btwn UPPER CANADA DR & DOON VILLAGE RD,01-Non intersection,09-Right shoulder,01-Clear,"08-Dark, artificial",MIDBLOCK,
2111,12-197815,20120823,MILLWOOD CRES btwn DOON VILLAGE RD & CLUTHE CRES,01-Non intersection,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2112,12-199107,20120824,KEEWATIN AVE btwn KEEWATIN PL & DUNNIGAN DR,02-Intersection related,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2113,12-262306,20121106,WINDFLOWER CRES btwn WINDFLOWER DR & WINDFLOWER DR,04-At/near private drive,09-Right shoulder,01-Clear,01-Daylight,MIDBLOCK,
2114,12-002578,20120103,ROLLING MEADOWS DR btwn WESTVIEW CRES & WESTHEIGHTS DR,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2115,12-003158,20120105,KRUG ST btwn EAST AVE & MELROSE AVE,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2116,12-005121,20120107,HIGHLAND RD E btwn MAUSSER AVE & HEIMAN ST,01-Non intersection,02-Thru lane,01-Clear,07-Dark,MIDBLOCK,
2117,12-036282,20120214,AUTUMN HILL CRES btwn WESTHEIGHTS DR & CHARNWOOD CRT,01-Non intersection,02-Thru lane,03-Snow,01-Daylight,MIDBLOCK,
2118,12-036127,20120212,RIVER RD E btwn EPHRAIM ST & FREDERICK ST,04-At/near private drive,02-Thru lane,01-Clear,01-Daylight,MIDBLOCK,
2119,12-013294,20120117,BREITHAUPT ST btwn AHRENS ST W & MARGARET AVE,04-At/near private drive,02-Thru lane,01-Clear,"08-Dark, artificial",MIDBLOCK,
2120,12-251416,20121024,CONESTOGA COLLEGE BLVD btwn DOON VALLEY DR & HOMER WATSON BLVD,01-Non intersection,02-Thru lane,02-Rain,01-Daylight,MIDBLOCK,
